Speaker Name,イン点,アウト点,文字起こし,色選択
岡本3,00:00:06:19,00:00:15:16,でももうそういう間にね。,Violet
岡本3,00:00:15:18,00:00:34:00,だからね、だからよく。中国の方はアメリカに説明するんですけど、そんなことは考えない方がいい。,Violet
岡本3,00:00:34:02,00:00:37:03,んですけど。,Violet
岡本3,00:00:37:05,00:00:47:19,どうなの？日本風にアレンジすればいいのに言うような。,Violet
岡本3,00:00:47:21,00:01:15:16,話ではありませんね。そういうアニメもそうですし、いうことも含めていろいろ考えた方がいいような気はしますけど。ただ、そういうのをどんどん日本に中国人が悪いっていうのが今の状況で、それは。,Violet
岡本3,00:01:15:18,00:01:41:14,それ実は価値があるような気もするんで、もう今さらっていう部分を特に我々がやっているような話で言うと、ないはお感じになっている文脈を日本にはあるんですけど。,Violet
吉田3,00:01:41:16,00:01:49:18,間違ってると思って行くという人が。,Violet
吉田3,00:01:49:20,00:01:55:00,ですが、ヨーロッパ帰って。,Violet
吉田3,00:01:55:02,00:02:17:16,技術っていうものをヨーロッパが発明して、それがアメリカ大陸を経由して広がっていきます。で、その技術とともに何が西欧らしさなのか、何が文明なのか、何がそうなのかっていうのはもう一回外にね。,Violet
吉田3,00:02:17:18,00:02:45:21,本質的に考えるっていうような話ではなくて、みんなどこもハイブリッドになってるので、そういった意味ではここで日本の中でヨーロッパ。も大きな疑問符がついているので、そうやって本質的に何かを考えるということにも限界を、もう今の時代にかかってるんじゃないかなというふうに。,Violet
岡本3,00:02:45:23,00:02:50:19,でもまあやっぱり本質ですよね。できた時に。,Violet
吉田3,00:02:50:19,00:02:55:00,は力がないと。,Violet
岡本3,00:02:55:02,00:03:03:06,ただ。,Violet
岡本3,00:03:03:08,00:03:33:03,そこがどうなのかいうのは。長い。そういうそれを尊重するという姿勢は必要ないう気がしてるんですよね。だから今にしてもこれが全くないので、我々が描く。,Violet
岡本3,00:03:33:05,00:03:40:10,大臣がこう考えるだろう、間違ってないのかっていうの。,Violet
岡本3,00:03:40:12,00:03:48:19,はあるんですけど、ただ、やり方がまずいというか、そうという。,Violet
みまき3,00:03:48:21,00:04:07:08,ソフト的なもので、今そんなに多くの人たちが。そうか、アメリカもそう。,Violet
みまき3,00:04:07:10,00:04:08:04,だと。,Violet
岡本3,00:04:08:06,00:04:13:15,おっしゃる。,Violet
みまき3,00:04:13:17,00:04:23:20,にしてるんだけど、最近。,Violet
みまき3,00:04:23:22,00:04:33:07,非常に。,Violet
みまき3,00:04:33:09,00:04:40:19,わかんないの。て。10月2日。,Violet
みまき3,00:04:40:21,00:04:45:08,自分。,Violet
みまき3,00:04:45:10,00:04:54:01,は。,Violet
みまき3,00:04:54:03,00:05:08:24,者をみんな思ってることをみんなで。みんながやっぱり。,Violet
みまき3,00:05:09:01,00:05:23:21,みんなそうよね。そう思うと、みんなが思ってる中にこう。,Violet
みまき3,00:05:23:23,00:05:30:23,そういうアメリカの動きもある。,Violet
みまき3,00:05:31:00,00:05:43:01,日本もそうです。,Violet
,00:00:00:00,00:00:10:02,--- 20s GAP ---,GAP_1
岡本3,00:07:33:22,00:07:39:21,西洋。,Rose
吉田3,00:07:39:23,00:08:07:22,の方に言わせてみれば。みんなそうなんですよね。帰る場所がないんですよね。そういう時代。だからもうフランスのイメージだって別にというわけではないので、みんな暮らしなんです。暮らしが半分になって、アメリカ人が、日本人がみたいな言説になってるわけですよね。,Rose
吉田3,00:08:07:24,00:08:46:04,クラスにそういうのがないんです。もう中国。なんだということの。その中に耐え、日本楽しいものがあるけどですという風に、形容詞なんかしなくても、そして使う私達なので、自分たちが楽しんだものを大事にして、絶対この国の人たちも楽しそうだねってみたら、読んでみたら聞いて楽しいと思えるようなものをやっぱり作り出せるかどうか。,Rose
吉田3,00:08:46:06,00:09:07:05,それはやっぱり、だから、そういう何も面白いものを作れるのであって、別に持たなくてもいいし、中国どころか卑下をしなくてもいいし、そうしたらいいんじゃないですかね。しなくてもいいんじゃないか。,Rose
岡本3,00:09:07:07,00:09:28:14,それは見てると思いますし、日本語そのものはそうなのでに使ってる言語はない漢字があって今からの方が分かりますけど。,Rose
岡本3,00:09:28:16,00:10:07:03,ね、ほんとにほんとに日本でそうやっていろんな国行って、もともとはブラック翻訳。自分たちに翻訳して採用なんていうことは初めから考え。あって見ないできないので、そこはやっぱりそういう日本にた上でっていう。,Rose
岡本3,00:10:07:05,00:10:32:05,にあるんだと思います。その上で、こういう地域にあっ、それは今、知性が安全保障になっても、それでもいいですからぐらいです。逃げないで。,Rose
岡本3,00:10:32:07,00:10:36:24,知らない。,Rose
みまき3,00:10:37:01,00:10:43:13,人に。,Rose
みまき3,00:10:43:15,00:10:46:14,あげるだけなんですけども、今本当に。,Rose
岡本3,00:10:46:16,00:10:56:23,もうちょっとやったらいいと思ってるんじゃなくて、これ。,Rose
岡本3,00:10:57:00,00:11:01:12,だからそれはそれを上手く見せてきたんですよ。,Rose
吉田3,00:11:01:14,00:11:06:13,ずっと原住民。,Rose
岡本3,00:11:06:15,00:11:19:22,で、ずっとそうなはずなんですよね。ところがサラダボールが何か知りませんけど、多様性やってるように見せてきたっていうのをどのように。,Rose
,00:00:00:00,00:00:10:02,--- 20s GAP ---,GAP_2
みまき3,00:11:19:24,00:11:27:23,禁止っていうわけじゃないんですが、来て。,Mango
みまき3,00:11:28:00,00:11:49:10,今、価値観や生活様式を今日は非常にアメリカのみんなはいろんな、今も2000アメリカで。,Mango
みまき3,00:11:49:12,00:11:56:05,も8でもの共通の価値観。,Mango
みまき3,00:11:56:07,00:12:00:13,で、そう思い。,Mango
みまき3,00:12:00:15,00:12:04:09,きたんだから。,Mango
みまき3,00:12:04:11,00:12:09:06,違うじゃ。,Mango
みまき3,00:12:09:08,00:12:35:17,相手にこだわるやり方、それ以外に共通するものがなくなった。そうすると違いが出るので、国としてはそう。ある意味反面教師にして。,Mango
みまき3,00:12:35:19,00:12:38:18,後。,Mango
みまき3,00:12:38:20,00:12:52:06,を見ますと、やっぱりITを。上手。,Mango
岡本3,00:12:52:08,00:13:01:14,で、日本では正しいと思うんですね。こう言い。,Mango
岡本3,00:13:01:16,00:13:24:07,ながら右往左往すると思うんですけど、今それを基に捉えていこうという話なので、それは。これがあるので、そうじゃない部分が多々あるので、これはもう大げさです言っ。,Mango
岡本3,00:13:24:09,00:13:43:03,てもできたわけですから。その辺はもともとおっしゃったように、どうやって見ました？,Mango
岡本3,00:13:43:05,00:13:48:04,な。だと思ったら腹をくくる。,Mango
D3,00:13:48:06,00:13:50:10,つに。,Mango
みまき3,00:13:50:12,00:13:54:17,し。,Mango
岡本3,00:13:54:19,00:13:57:02,そうです。情報が飽和。,Mango
D3,00:13:57:04,00:14:05:08,かと思うんですけど。,Mango
D3,00:14:05:10,00:14:28:22,というか。,Mango
岡本3,00:14:28:24,00:14:33:16,いいじゃない。,Mango
岡本3,00:14:33:18,00:14:36:01,がないんです。,Mango
みまき3,00:14:36:03,00:14:54:12,時代が戦争の中に入って。そうですねとはキリスト教徒しか知らない。で、こんなのは我々の国はもちろん。,Mango
みまき3,00:14:54:14,00:15:16:18,最初の防衛が浅い。やってきた。戦後60。,Mango
