filename,number,role,character,text
projects/OrionEp3/サウンド類/Narration/OrionEp3-001-NA.mp3,001,NA,NA,炎上プロジェクトの修羅場で、なぜか静かにコーヒーを飲んでいる上司を見たことはありませんか？
projects/OrionEp3/サウンド類/Narration/OrionEp3-002-NA.mp3,002,NA,NA,その揺るがない強さは、諦めなのか、それとも戦略なのか？
projects/OrionEp3/サウンド類/Narration/OrionEp3-003-NA.mp3,003,NA,NA,戦場で日記を書いたローマ皇帝と、運命を愛した病床の哲学者が示す、『動じない力』の秘密を解く8分間。
projects/OrionEp3/サウンド類/Narration/OrionEp3-004-NA.mp3,004,NA,NA,深夜のオフィスビル。煌々と灯る無数の窓明かりが、まるで地上の星座のように都市の夜景を彩っています。
projects/OrionEp3/サウンド類/Narration/OrionEp3-005-NA.mp3,005,NA,NA,古代の知恵と現代の悩み。東洋と西洋の叡智。時代を超えた星々を結んで、新しい視座を見つける——ここは、オリオンの会議室。
projects/OrionEp3/サウンド類/Narration/OrionEp3-006-NA.mp3,006,NA,NA,今夜結ぶのは、こんな星座。
projects/OrionEp3/サウンド類/Narration/OrionEp3-007-NA.mp3,007,NA,NA,戦場で日記を書いたローマ皇帝、水のように生きることを説いた老子、アテネで始まったストア哲学、病床で運命を愛したニーチェ——
projects/OrionEp3/サウンド類/Narration/OrionEp3-008-NA.mp3,008,NA,NA,時代を超えた賢者たちが、ひとつの物語を紡ぎ始めます。
projects/OrionEp3/サウンド類/Narration/OrionEp3-009-NA.mp3,009,NA,NA,その一室で、私たちのチームは追い詰められていました。納期まであと3日。仕様変更、バグ、クライアントからの無理難題。まさに炎上プロジェクトの真っ只中。
projects/OrionEp3/サウンド類/Narration/OrionEp3-010-NA.mp3,010,NA,NA,でも、ふと気づいたんです。部長だけが、なぜか落ち着いている。
projects/OrionEp3/サウンド類/Narration/OrionEp3-011-DL.mp3,011,DL,部長,「まあ、座って。」
projects/OrionEp3/サウンド類/Narration/OrionEp3-012-NA.mp3,012,NA,NA,嵐の中で揺るがない岩のように、ただ静かにコーヒーを飲んでいる。その姿を見て、私は思い出しました。部長のデスクにいつも置かれている、あの古びた文庫本のことを。
projects/OrionEp3/サウンド類/Narration/OrionEp3-013-NA.mp3,013,NA,NA,時は2000年前、ローマ帝国。当時最大級の版図を誇る帝国の頂点に、一人の哲学者皇帝がいました。
projects/OrionEp3/サウンド類/Narration/OrionEp3-014-NA.mp3,014,NA,NA,マルクス・アウレリウス・アントニヌス。
