filename,start_sec,duration_sec,role,character,text,gap_after_sec
/Users/hiroshikodera/repos/_active/tools/davinciauto/projects/OrionEp11/サウンド類/Narration/OrionEp11-001-NA.mp3,0.500,5.064,NA,NA,専門を深めるべきか？視野を広げるべきか？,0.730
/Users/hiroshikodera/repos/_active/tools/davinciauto/projects/OrionEp11/サウンド類/Narration/OrionEp11-002-NA.mp3,6.294,6.456,NA,NA,キャリアプランの迷いは、優柔不断なのか、それとも時代の要請なのか？,0.782
/Users/hiroshikodera/repos/_active/tools/davinciauto/projects/OrionEp11/サウンド類/Narration/OrionEp11-003-NA.mp3,13.532,11.544,NA,NA,ルネサンスに現れた万能の天才と、群雄割拠時代を席巻した獅子と狐の戦略から、『深さと広さの螺旋』を描く8分間。,0.566
/Users/hiroshikodera/repos/_active/tools/davinciauto/projects/OrionEp11/サウンド類/Narration/OrionEp11-004-NA.mp3,25.642,10.656,NA,NA,深夜のオフィス。デスクには二つの本が並んでいます。『専門性を極める技術』と『リベラルアーツの教養』。,0.550
/Users/hiroshikodera/repos/_active/tools/davinciauto/projects/OrionEp11/サウンド類/Narration/OrionEp11-005-NA.mp3,36.848,5.712,NA,NA,どちらを読むべきか。いや、どちらの道を選ぶべきか——,0.454
/Users/hiroshikodera/repos/_active/tools/davinciauto/projects/OrionEp11/サウンド類/Narration/OrionEp11-006-NA.mp3,43.014,6.888,NA,NA,転職サイトには「スペシャリスト募集」と「ゼネラリスト歓迎」の文字が混在している。,0.510
/Users/hiroshikodera/repos/_active/tools/davinciauto/projects/OrionEp11/サウンド類/Narration/OrionEp11-007-NA.mp3,50.412,7.416,NA,NA,ようこそ、オリオンの会議室へ。今夜のテーマは「スペシャリストかゼネラリストか」。,0.510
/Users/hiroshikodera/repos/_active/tools/davinciauto/projects/OrionEp11/サウンド類/Narration/OrionEp11-008-NA.mp3,58.338,3.240,NA,NA,今夜結ぶのは、こんな星座。,0.402
/Users/hiroshikodera/repos/_active/tools/davinciauto/projects/OrionEp11/サウンド類/Narration/OrionEp11-009-NA.mp3,61.980,14.328,NA,NA,絵画も解剖学も極めたレオナルド・ダ・ヴィンチ、獅子と狐の使い分けを説いたマキャヴェリ、「智と情」の間で揺れた夏目漱石、認知的柔軟性を研究する脳科学者たち——,0.662
/Users/hiroshikodera/repos/_active/tools/davinciauto/projects/OrionEp11/サウンド類/Narration/OrionEp11-010-NA.mp3,76.970,10.632,NA,NA,万能と専門、広さと深さ。一見矛盾する星々が、現代のキャリア論でひとつの物語を紡ぎ始めます。,0.530
/Users/hiroshikodera/repos/_active/tools/davinciauto/projects/OrionEp11/サウンド類/Narration/OrionEp11-011-NA.mp3,88.132,4.632,NA,NA,人事評価の季節。上司との面談。,0.410
/Users/hiroshikodera/repos/_active/tools/davinciauto/projects/OrionEp11/サウンド類/Narration/OrionEp11-012-DL.mp3,93.174,6.624,DL,上司,「君はどっちを目指すんだ？技術のスペシャリスト？それともマネジメント？」,1.044
/Users/hiroshikodera/repos/_active/tools/davinciauto/projects/OrionEp11/サウンド類/Narration/OrionEp11-013-NA.mp3,100.842,7.416,NA,NA,答えに詰まります。プログラミングも好き、でもプロジェクト全体を見るのも楽しい。,0.506
/Users/hiroshikodera/repos/_active/tools/davinciauto/projects/OrionEp11/サウンド類/Narration/OrionEp11-014-NA.mp3,108.764,15.408,NA,NA,同期の山田は、機械学習一筋。国際学会で発表するレベル。同期の佐藤は、営業から企画、開発まで何でもこなす。どちらも評価されている。,0.606
/Users/hiroshikodera/repos/_active/tools/davinciauto/projects/OrionEp11/サウンド類/Narration/OrionEp11-015-DL.mp3,124.778,3.576,DL,内なる声,「私は...中途半端なのかもしれない」,0.676
/Users/hiroshikodera/repos/_active/tools/davinciauto/projects/OrionEp11/サウンド類/Narration/OrionEp11-016-NA.mp3,129.030,12.288,NA,NA,T型人材、π型人材、最近では「くし型人材」なんて言葉も。キャリアの「型」は増える一方で、自分の型が見えなくなっていく。,0.586
/Users/hiroshikodera/repos/_active/tools/davinciauto/projects/OrionEp11/サウンド類/Narration/OrionEp11-017-NA.mp3,141.904,9.120,NA,NA,15世紀のフィレンツェ。一人の男が、人類史上最も多才な人物として活躍していました。,0.514
/Users/hiroshikodera/repos/_active/tools/davinciauto/projects/OrionEp11/サウンド類/Narration/OrionEp11-018-NA.mp3,151.538,2.904,NA,NA,レオナルド・ダ・ヴィンチ。,0.402
/Users/hiroshikodera/repos/_active/tools/davinciauto/projects/OrionEp11/サウンド類/Narration/OrionEp11-019-NA.mp3,154.844,9.312,NA,NA,モナリザを描いた画家？最後の晩餐の作者？いいえ、それは彼のほんの一面に過ぎません。,0.814
/Users/hiroshikodera/repos/_active/tools/davinciauto/projects/OrionEp11/サウンド類/Narration/OrionEp11-020-NA.mp3,164.970,14.424,NA,NA,解剖学者として多数の人体を解剖し詳細な解剖図を残し、工学者として飛行機械を設計、建築家として理想都市を構想、音楽家として竪琴を演奏——,0.618
/Users/hiroshikodera/repos/_active/tools/davinciauto/projects/OrionEp11/サウンド類/Narration/OrionEp11-021-DL.mp3,180.012,6.720,DL,ダ・ヴィンチ,「すべては繋がっている。人体の構造を知らずして、どうして人を描けようか」,0.744
/Users/hiroshikodera/repos/_active/tools/davinciauto/projects/OrionEp11/サウンド類/Narration/OrionEp11-022-NA.mp3,187.476,11.520,NA,NA,彼にとって、専門の境界は存在しませんでした。解剖学の知識が絵画を深め、絵画の観察眼が工学設計を助ける。,0.554
/Users/hiroshikodera/repos/_active/tools/davinciauto/projects/OrionEp11/サウンド類/Narration/OrionEp11-023-NA.mp3,199.550,8.088,NA,NA,しかし、ここで重要な事実があります。ダ・ヴィンチは同時にすべてを学んだのではない。,0.514
