filename,number,role,character,text
projects/OrionEp11/サウンド類/Narration/OrionEp11-001-NA.mp3,001,NA,NA,専門を深めるべきか？視野を広げるべきか？
projects/OrionEp11/サウンド類/Narration/OrionEp11-002-NA.mp3,002,NA,NA,キャリアプランの迷いは、優柔不断なのか、それとも時代の要請なのか？
projects/OrionEp11/サウンド類/Narration/OrionEp11-003-NA.mp3,003,NA,NA,ルネサンスに現れた万能の天才と、群雄割拠時代を席巻した獅子と狐の戦略から、『深さと広さの螺旋』を描く8分間。
projects/OrionEp11/サウンド類/Narration/OrionEp11-004-NA.mp3,004,NA,NA,深夜のオフィス。デスクには二つの本が並んでいます。『専門性を極める技術』と『リベラルアーツの教養』。
projects/OrionEp11/サウンド類/Narration/OrionEp11-005-NA.mp3,005,NA,NA,どちらを読むべきか。いや、どちらの道を選ぶべきか——
projects/OrionEp11/サウンド類/Narration/OrionEp11-006-NA.mp3,006,NA,NA,転職サイトには「スペシャリスト募集」と「ゼネラリスト歓迎」の文字が混在している。
projects/OrionEp11/サウンド類/Narration/OrionEp11-007-NA.mp3,007,NA,NA,ようこそ、オリオンの会議室へ。今夜のテーマは「スペシャリストかゼネラリストか」。
projects/OrionEp11/サウンド類/Narration/OrionEp11-008-NA.mp3,008,NA,NA,今夜結ぶのは、こんな星座。
projects/OrionEp11/サウンド類/Narration/OrionEp11-009-NA.mp3,009,NA,NA,絵画も解剖学も極めたレオナルド・ダ・ヴィンチ、獅子と狐の使い分けを説いたマキャヴェリ、「智と情」の間で揺れた夏目漱石、認知的柔軟性を研究する脳科学者たち——
projects/OrionEp11/サウンド類/Narration/OrionEp11-010-NA.mp3,010,NA,NA,万能と専門、広さと深さ。一見矛盾する星々が、現代のキャリア論でひとつの物語を紡ぎ始めます。
projects/OrionEp11/サウンド類/Narration/OrionEp11-011-NA.mp3,011,NA,NA,人事評価の季節。上司との面談。
projects/OrionEp11/サウンド類/Narration/OrionEp11-012-DL.mp3,012,DL,上司,「君はどっちを目指すんだ？技術のスペシャリスト？それともマネジメント？」
projects/OrionEp11/サウンド類/Narration/OrionEp11-013-NA.mp3,013,NA,NA,答えに詰まります。プログラミングも好き、でもプロジェクト全体を見るのも楽しい。
projects/OrionEp11/サウンド類/Narration/OrionEp11-014-NA.mp3,014,NA,NA,同期の山田は、機械学習一筋。国際学会で発表するレベル。同期の佐藤は、営業から企画、開発まで何でもこなす。どちらも評価されている。
projects/OrionEp11/サウンド類/Narration/OrionEp11-015-DL.mp3,015,DL,内なる声,「私は...中途半端なのかもしれない」
projects/OrionEp11/サウンド類/Narration/OrionEp11-016-NA.mp3,016,NA,NA,T型人材、π型人材、最近では「くし型人材」なんて言葉も。キャリアの「型」は増える一方で、自分の型が見えなくなっていく。
projects/OrionEp11/サウンド類/Narration/OrionEp11-017-NA.mp3,017,NA,NA,15世紀のフィレンツェ。一人の男が、人類史上最も多才な人物として活躍していました。
projects/OrionEp11/サウンド類/Narration/OrionEp11-018-NA.mp3,018,NA,NA,レオナルド・ダ・ヴィンチ。
projects/OrionEp11/サウンド類/Narration/OrionEp11-019-NA.mp3,019,NA,NA,モナリザを描いた画家？最後の晩餐の作者？いいえ、それは彼のほんの一面に過ぎません。
projects/OrionEp11/サウンド類/Narration/OrionEp11-020-NA.mp3,020,NA,NA,解剖学者として多数の人体を解剖し詳細な解剖図を残し、工学者として飛行機械を設計、建築家として理想都市を構想、音楽家として竪琴を演奏——
projects/OrionEp11/サウンド類/Narration/OrionEp11-021-DL.mp3,021,DL,ダ・ヴィンチ,「すべては繋がっている。人体の構造を知らずして、どうして人を描けようか」
projects/OrionEp11/サウンド類/Narration/OrionEp11-022-NA.mp3,022,NA,NA,彼にとって、専門の境界は存在しませんでした。解剖学の知識が絵画を深め、絵画の観察眼が工学設計を助ける。
