filename,number,role,character,text
projects/OrionEp4/サウンド類/Narration/OrionEp4-001-NA.mp3,001,NA,NA,「俺の時代はもっと厳しかった」——この言葉にモヤモヤしたことはありませんか？
projects/OrionEp4/サウンド類/Narration/OrionEp4-002-NA.mp3,002,NA,NA,職場の優しさは、本当の優しさなのか、それとも臆病さの言い訳なのか？
projects/OrionEp4/サウンド類/Narration/OrionEp4-003-NA.mp3,003,NA,NA,暴君に仕えた哲学者の「寛容論」と、集団圧力を暴いた心理実験が示す、『厳しさと優しさ』の黄金比を探る8分間。
projects/OrionEp4/サウンド類/Narration/OrionEp4-004-NA.mp3,004,NA,NA,夜の会議室。机に散らばる付箋とホワイトボードの文字。でも、本当に大切な言葉は、誰も口にできなかった。
projects/OrionEp4/サウンド類/Narration/OrionEp4-005-NA.mp3,005,NA,NA,「それ、ちょっと違うと思うんですけど...」——喉まで出かかった言葉を、また飲み込む。
projects/OrionEp4/サウンド類/Narration/OrionEp4-006-NA.mp3,006,NA,NA,ようこそ、オリオンの会議室へ。今夜のテーマは「パワハラと寛容の間」。
projects/OrionEp4/サウンド類/Narration/OrionEp4-007-NA.mp3,007,NA,NA,今夜結ぶのは、こんな星座。
projects/OrionEp4/サウンド類/Narration/OrionEp4-008-NA.mp3,008,NA,NA,暴君ネロの家庭教師だったセネカ、「仁」を説いた孔子、心理的安全性を研究するハーバードの教授、人間の服従心理を暴いたアッシュ、そして父と子の相克を描いたドストエフスキー——
projects/OrionEp4/サウンド類/Narration/OrionEp4-009-NA.mp3,009,NA,NA,時代も場所も違う星々が、「力と優しさ」という見えない糸で結ばれていきます。
projects/OrionEp4/サウンド類/Narration/OrionEp4-010-NA.mp3,010,NA,NA,金曜日の夜、居酒屋。若手社員たちの愚痴が始まる。
projects/OrionEp4/サウンド類/Narration/OrionEp4-011-DL.mp3,011,DL,若手社員A,「また部長に『俺の若い頃は3日徹夜なんて当たり前だった』って言われたよ」
projects/OrionEp4/サウンド類/Narration/OrionEp4-012-DL.mp3,012,DL,若手社員B,「でも何も言い返せないよね...」
projects/OrionEp4/サウンド類/Narration/OrionEp4-013-NA.mp3,013,NA,NA,一方、別のテーブルでは管理職たちが悩んでいる。
projects/OrionEp4/サウンド類/Narration/OrionEp4-014-DL.mp3,014,DL,課長,「最近の若手には、どこまで厳しくしていいか分からない」
projects/OrionEp4/サウンド類/Narration/OrionEp4-015-NA.mp3,015,NA,NA,叱れない上司、意見を言えない部下。お互いに気を使いすぎて、本音が消えていく職場。これが私たちの求めていた「優しい世界」なのでしょうか。
projects/OrionEp4/サウンド類/Narration/OrionEp4-016-NA.mp3,016,NA,NA,紀元1世紀のローマ。哲学者セネカは、後に暴君として知られることになるネロの家庭教師でした。
projects/OrionEp4/サウンド類/Narration/OrionEp4-017-NA.mp3,017,NA,NA,権力の恐ろしさを知り尽くした彼が説いたのは、意外にも「寛容」の美徳でした。
projects/OrionEp4/サウンド類/Narration/OrionEp4-018-DL.mp3,018,DL,セネカ,「寛容とは、処罰する力を持ちながら、あえて控えることである」
projects/OrionEp4/サウンド類/Narration/OrionEp4-019-NA.mp3,019,NA,NA,これは単なる優しさではありません。力を持つ者が、その力を自制すること。それこそが真の強さの証だと、セネカは説きました。
projects/OrionEp4/サウンド類/Narration/OrionEp4-020-NA.mp3,020,NA,NA,しかし、興味深い矛盾があります。セネカ自身、後にネロの暴走を止められなかった。最後は自決を命じられて生涯を終えます。
projects/OrionEp4/サウンド類/Narration/OrionEp4-021-NA.mp3,021,NA,NA,寛容を説いた哲学者が、暴君に仕えざるを得なかった皮肉。これは、権力構造の中で生きる私たちの姿と重なります。
projects/OrionEp4/サウンド類/Narration/OrionEp4-022-NA.mp3,022,NA,NA,セネカは気づいていました。寛容は美徳であると同時に、権力者が支配を正当化する道具にもなりうることを。
projects/OrionEp4/サウンド類/Narration/OrionEp4-023-NA.mp3,023,NA,NA,「私は寛容だから、お前たちを許している」——この言葉の裏には、「私には処罰する力がある」という脅しが隠れています。
projects/OrionEp4/サウンド類/Narration/OrionEp4-024-NA.mp3,024,NA,NA,時を遡ること600年、紀元前5世紀の中国では、孔子が「仁」を説いていました。
projects/OrionEp4/サウンド類/Narration/OrionEp4-025-NA.mp3,025,NA,NA,「仁」は単純な優しさではありません。それは、相手を一個の人間として認め、その尊厳を守ること。
projects/OrionEp4/サウンド類/Narration/OrionEp4-026-DL.mp3,026,DL,孔子,「己の欲せざる所を人に施すこと勿れ」
projects/OrionEp4/サウンド類/Narration/OrionEp4-027-NA.mp3,027,NA,NA,これは消極的な教えに見えて、実は積極的な行動原理です。相手の立場に立って考える。その想像力こそが「仁」の本質。
projects/OrionEp4/サウンド類/Narration/OrionEp4-028-NA.mp3,028,NA,NA,儒教には「長幼の序」という考え方もあります。年長者を敬い、年少者を慈しむ。
