filename,start_sec,duration_sec,role,character,text,gap_after_sec
/Users/hiroshikodera/repos/_active/tools/davinciauto/projects/OrionEp1/サウンド類/Narration/OrionEp1-001-NA.mp3,0.500,5.592,NA,NA,転職した同期の投稿を見て、焦りを感じたことはありませんか？,0.766
/Users/hiroshikodera/repos/_active/tools/davinciauto/projects/OrionEp1/サウンド類/Narration/OrionEp1-002-NA.mp3,6.858,5.088,NA,NA,転職は「脱出」なのか、それとも「逃避」なのか？,0.742
/Users/hiroshikodera/repos/_active/tools/davinciauto/projects/OrionEp1/サウンド類/Narration/OrionEp1-003-NA.mp3,12.688,7.224,NA,NA,ようこそ、オリオンの会議室へ。今夜のテーマは「転職の約束」です。,0.478
/Users/hiroshikodera/repos/_active/tools/davinciauto/projects/OrionEp1/サウンド類/Narration/OrionEp1-004-NA.mp3,20.390,7.776,NA,NA,古今東西の叡智を星座のように結び、現代の悩みに新しい視座を見つける8分間。,0.498
/Users/hiroshikodera/repos/_active/tools/davinciauto/projects/OrionEp1/サウンド類/Narration/OrionEp1-005-NA.mp3,28.664,19.176,NA,NA,今夜の星々は、古代の民が経験した「40年の荒野の放浪」、19世紀の哲学者が宣言した「価値の転換」、20世紀の作家が描いた「出口のない迷宮」、そして現代の組織研究が明かす「転職のパラドックス」。,0.734
/Users/hiroshikodera/repos/_active/tools/davinciauto/projects/OrionEp1/サウンド類/Narration/OrionEp1-006-NA.mp3,48.574,6.984,NA,NA,それぞれの星が、約束の地を探し続ける私たちの物語を紡ぎ始めます。,0.478
/Users/hiroshikodera/repos/_active/tools/davinciauto/projects/OrionEp1/サウンド類/Narration/OrionEp1-007-NA.mp3,56.036,6.096,NA,NA,スマホの通知音。また転職エージェントからのスカウトメール。,0.466
/Users/hiroshikodera/repos/_active/tools/davinciauto/projects/OrionEp1/サウンド類/Narration/OrionEp1-008-NA.mp3,62.598,8.448,NA,NA,「年収30%アップ」「リモートワーク完全対応」「成長できる環境」——甘い言葉が並びます。,0.526
/Users/hiroshikodera/repos/_active/tools/davinciauto/projects/OrionEp1/サウンド類/Narration/OrionEp1-009-DL.mp3,71.572,3.096,DL,同僚A,うちの会社、もう限界かもね...,0.664
/Users/hiroshikodera/repos/_active/tools/davinciauto/projects/OrionEp1/サウンド類/Narration/OrionEp1-010-NA.mp3,75.332,8.064,NA,NA,金曜日の飲み会は愚痴と不満のオンパレード。みんな口々に「転職」を口にします。,0.502
/Users/hiroshikodera/repos/_active/tools/davinciauto/projects/OrionEp1/サウンド類/Narration/OrionEp1-011-NA.mp3,83.898,4.776,NA,NA,でも月曜日になれば、また同じデスクに座っている。,0.446
/Users/hiroshikodera/repos/_active/tools/davinciauto/projects/OrionEp1/サウンド類/Narration/OrionEp1-012-NA.mp3,89.120,7.728,NA,NA,この「もっといい場所があるはず」という思い。それは現代特有の病なのでしょうか？,0.806
/Users/hiroshikodera/repos/_active/tools/davinciauto/projects/OrionEp1/サウンド類/Narration/OrionEp1-013-NA.mp3,97.654,4.056,NA,NA,『旧約聖書・出エジプト記』は語ります。,0.426
/Users/hiroshikodera/repos/_active/tools/davinciauto/projects/OrionEp1/サウンド類/Narration/OrionEp1-014-NA.mp3,102.136,11.784,NA,NA,モーセが現れ、約束の地への脱出——出エジプトが始まりました。紅海が割れ、民は歓喜の中で自由への第一歩を踏み出します。,0.582
/Users/hiroshikodera/repos/_active/tools/davinciauto/projects/OrionEp1/サウンド類/Narration/OrionEp1-015-NA.mp3,114.502,5.520,NA,NA,しかし自由の荒野で、民は奴隷時代を懐かしみ始めました。,0.458
/Users/hiroshikodera/repos/_active/tools/davinciauto/projects/OrionEp1/サウンド類/Narration/OrionEp1-016-DL.mp3,120.480,6.768,DL,イスラエルの民,エジプトにいた方がよかった。あそこには肉鍋があり、パンを腹いっぱい食べられた。,0.756
/Users/hiroshikodera/repos/_active/tools/davinciauto/projects/OrionEp1/サウンド類/Narration/OrionEp1-017-NA.mp3,128.004,6.312,NA,NA,彼らの嘆きは『出エジプト記』16章3節に記録されています。,0.466
/Users/hiroshikodera/repos/_active/tools/davinciauto/projects/OrionEp1/サウンド類/Narration/OrionEp1-018-NA.mp3,134.782,6.384,NA,NA,なぜでしょう？奴隷の生活は苦しくても予測可能だったからです。,0.770
/Users/hiroshikodera/repos/_active/tools/davinciauto/projects/OrionEp1/サウンド類/Narration/OrionEp1-019-NA.mp3,141.936,9.600,NA,NA,一方、自由の荒野は不確実性に満ちていました。約束の地はどこにあるのか、誰にも分からなかった。,0.534
/Users/hiroshikodera/repos/_active/tools/davinciauto/projects/OrionEp1/サウンド類/Narration/OrionEp1-020-NA.mp3,152.070,5.184,NA,NA,『民数記』は、放浪が40年に及んだと記しています。,0.450
/Users/hiroshikodera/repos/_active/tools/davinciauto/projects/OrionEp1/サウンド類/Narration/OrionEp1-021-NA.mp3,157.704,8.760,NA,NA,19世紀ドイツの哲学者フリードリヒ・ニーチェは、現代人の精神状態を鋭く分析しました。,0.518
/Users/hiroshikodera/repos/_active/tools/davinciauto/projects/OrionEp1/サウンド類/Narration/OrionEp1-022-DL.mp3,166.982,4.512,DL,ニーチェ,神は死んだ。そして我々が神を殺したのだ。,0.680
/Users/hiroshikodera/repos/_active/tools/davinciauto/projects/OrionEp1/サウンド類/Narration/OrionEp1-023-NA.mp3,172.174,12.624,NA,NA,この言葉は『悦ばしき知識』第125節「狂人」に登場します。ニーチェが指摘したのは、絶対的な価値や保証の崩壊でした。,0.578
/Users/hiroshikodera/repos/_active/tools/davinciauto/projects/OrionEp1/サウンド類/Narration/OrionEp1-024-NA.mp3,185.376,6.696,NA,NA,続く『道徳の系譜』で彼は「奴隷道徳」という概念を展開します。,0.470
/Users/hiroshikodera/repos/_active/tools/davinciauto/projects/OrionEp1/サウンド類/Narration/OrionEp1-025-NA.mp3,192.542,11.640,NA,NA,支配される側が自らの境遇を正当化するために作り出す価値観。「忍耐は美徳」「現状維持は安全」——そんな価値観の鎖です。,0.582
/Users/hiroshikodera/repos/_active/tools/davinciauto/projects/OrionEp1/サウンド類/Narration/OrionEp1-026-NA.mp3,204.764,10.392,NA,NA,終身雇用という「神」はすでに揺らいでいるのかもしれません。でもその亡霊は、まだ私たちの心に宿っています。,0.558
/Users/hiroshikodera/repos/_active/tools/davinciauto/projects/OrionEp1/サウンド類/Narration/OrionEp1-027-NA.mp3,215.714,13.680,NA,NA,21世紀の組織心理学は「心理的契約」という概念を提唱します。雇用契約書には書かれていない、組織と個人の間の暗黙の相互期待です。,0.602
/Users/hiroshikodera/repos/_active/tools/davinciauto/projects/OrionEp1/サウンド類/Narration/OrionEp1-028-NA.mp3,229.996,8.448,NA,NA,fMRIによる脳科学研究は、不確実性に直面したときの私たちの反応を示しています。,0.510
/Users/hiroshikodera/repos/_active/tools/davinciauto/projects/OrionEp1/サウンド類/Narration/OrionEp1-029-NA.mp3,238.954,14.952,NA,NA,転職を考えると扁桃体が活性化し、コルチゾールなどのストレスホルモンが分泌されるという報告もあります。生物学的には「知っている苦しみ」の方が安全に感じられるのです。,0.674
/Users/hiroshikodera/repos/_active/tools/davinciauto/projects/OrionEp1/サウンド類/Narration/OrionEp1-030-NA.mp3,254.580,10.104,NA,NA,経済学者アルベール・O・ハーシュマンは『離脱・発言・忠誠』で、不満に対する三つの選択肢を示しました。,0.550
/Users/hiroshikodera/repos/_active/tools/davinciauto/projects/OrionEp1/サウンド類/Narration/OrionEp1-031-NA.mp3,265.234,8.376,NA,NA,離脱するのか、声を上げるのか、忠誠を貫くのか。選択は常に揺らぎ続けます。,0.494
/Users/hiroshikodera/repos/_active/tools/davinciauto/projects/OrionEp1/サウンド類/Narration/OrionEp1-032-NA.mp3,274.104,3.480,NA,NA,では、どう考えればいいのでしょうか。,0.422
/Users/hiroshikodera/repos/_active/tools/davinciauto/projects/OrionEp1/サウンド類/Narration/OrionEp1-033-NA.mp3,278.006,6.816,NA,NA,出エジプトの物語が教えてくれるのは、「脱出」自体が目的ではないということ。,0.498
/Users/hiroshikodera/repos/_active/tools/davinciauto/projects/OrionEp1/サウンド類/Narration/OrionEp1-034-NA.mp3,285.320,5.664,NA,NA,重要なのは、何から逃げるかではなく、何に向かって進むか。,0.462
/Users/hiroshikodera/repos/_active/tools/davinciauto/projects/OrionEp1/サウンド類/Narration/OrionEp1-035-NA.mp3,291.446,4.992,NA,NA,40年の放浪は、単なる迷走ではありませんでした。,0.446
/Users/hiroshikodera/repos/_active/tools/davinciauto/projects/OrionEp1/サウンド類/Narration/OrionEp1-036-NA.mp3,296.884,6.480,NA,NA,それは奴隷マインドから自由な精神へと変わる内的な時間だったのかもしれません。,0.502
/Users/hiroshikodera/repos/_active/tools/davinciauto/projects/OrionEp1/サウンド類/Narration/OrionEp1-037-NA.mp3,303.866,5.616,NA,NA,外的な状況を変える前に、内的な準備が必要だったのです。,0.458
/Users/hiroshikodera/repos/_active/tools/davinciauto/projects/OrionEp1/サウンド類/Narration/OrionEp1-038-NA.mp3,309.940,4.824,NA,NA,転職サイトを開く前に、問い直したいことがあります。,0.450
/Users/hiroshikodera/repos/_active/tools/davinciauto/projects/OrionEp1/サウンド類/Narration/OrionEp1-039-NA.mp3,315.214,7.680,NA,NA,私は何から脱出したいのか。そして私は何を約束の地だと考えているのか。,0.486
/Users/hiroshikodera/repos/_active/tools/davinciauto/projects/OrionEp1/サウンド類/Narration/OrionEp1-040-NA.mp3,323.380,8.520,NA,NA,約束の地は「どこか別の場所」ではなく、今いる場所を新しい目で見ることから始まるのかもしれません。,0.542
/Users/hiroshikodera/repos/_active/tools/davinciauto/projects/OrionEp1/サウンド類/Narration/OrionEp1-041-NA.mp3,332.442,7.296,NA,NA,月曜日の朝。いつものオフィスに向かう足取りが、少し違って感じられます。,0.490
/Users/hiroshikodera/repos/_active/tools/davinciauto/projects/OrionEp1/サウンド類/Narration/OrionEp1-042-NA.mp3,340.228,7.032,NA,NA,同じ景色、同じデスク、同じ仕事。でも、見方を変えれば——,0.462
/Users/hiroshikodera/repos/_active/tools/davinciauto/projects/OrionEp1/サウンド類/Narration/OrionEp1-043-NA.mp3,347.722,5.256,NA,NA,ここは奴隷の地ではなく、可能性の実験場かもしれない。,0.454
/Users/hiroshikodera/repos/_active/tools/davinciauto/projects/OrionEp1/サウンド類/Narration/OrionEp1-044-NA.mp3,353.432,5.400,NA,NA,上司との関係性を変える「発言」の機会があるかもしれない。,0.462
/Users/hiroshikodera/repos/_active/tools/davinciauto/projects/OrionEp1/サウンド類/Narration/OrionEp1-045-NA.mp3,359.294,4.296,NA,NA,仕事の意味を再定義する自由があるかもしれない。,0.442
/Users/hiroshikodera/repos/_active/tools/davinciauto/projects/OrionEp1/サウンド類/Narration/OrionEp1-046-NA.mp3,364.032,4.944,NA,NA,転職という「離脱」も、もちろん選択肢の一つです。,0.446
/Users/hiroshikodera/repos/_active/tools/davinciauto/projects/OrionEp1/サウンド類/Narration/OrionEp1-047-NA.mp3,369.422,6.072,NA,NA,でもそれは、内なる約束の地が明確になってからでも遅くはありません。,0.482
/Users/hiroshikodera/repos/_active/tools/davinciauto/projects/OrionEp1/サウンド類/Narration/OrionEp1-048-NA.mp3,375.976,6.384,NA,NA,大切なのは、「ここではない、どこか」という幻想に振り回されないこと。,0.486
/Users/hiroshikodera/repos/_active/tools/davinciauto/projects/OrionEp1/サウンド類/Narration/OrionEp1-049-NA.mp3,382.846,4.632,NA,NA,そして今いる場所で育てられる自由を見逃さないこと。,0.450
/Users/hiroshikodera/repos/_active/tools/davinciauto/projects/OrionEp1/サウンド類/Narration/OrionEp1-050-NA.mp3,387.928,6.888,NA,NA,ビジネス系SNSの画面を閉じて夜空を見上げると、オリオン座が輝いています。,0.498
/Users/hiroshikodera/repos/_active/tools/davinciauto/projects/OrionEp1/サウンド類/Narration/OrionEp1-051-NA.mp3,395.314,7.632,NA,NA,3000年前の脱出劇、150年前の哲学者の洞察、そして現代の科学。,0.482
/Users/hiroshikodera/repos/_active/tools/davinciauto/projects/OrionEp1/サウンド類/Narration/OrionEp1-052-NA.mp3,403.428,8.136,NA,NA,その星々を結んで浮かび上がるのは、「本当の自由は内側から始まる」という真実でした。,0.514
/Users/hiroshikodera/repos/_active/tools/davinciauto/projects/OrionEp1/サウンド類/Narration/OrionEp1-053-NA.mp3,412.078,9.504,NA,NA,転職は悪ではありません。でもそれが単なる逃避なら、新しい職場もいずれ新しいエジプトになります。,0.538
/Users/hiroshikodera/repos/_active/tools/davinciauto/projects/OrionEp1/サウンド類/Narration/OrionEp1-054-NA.mp3,422.120,9.168,NA,NA,約束の地は履歴書を更新することからではなく、自分自身との約束を更新することから始まるのかもしれません。,0.554
/Users/hiroshikodera/repos/_active/tools/davinciauto/projects/OrionEp1/サウンド類/Narration/OrionEp1-055-NA.mp3,431.842,5.088,NA,NA,知識の星座は見る人によって違う物語を紡ぎます。,0.442
/Users/hiroshikodera/repos/_active/tools/davinciauto/projects/OrionEp1/サウンド類/Narration/OrionEp1-056-NA.mp3,437.372,4.080,NA,NA,あなたは今夜、どんな星座を見つけましたか？,0.734
