filename,number,role,character,text
projects/OrionEp1/サウンド類/Narration/OrionEp1-001-NA.mp3,001,NA,NA,転職した同期の投稿を見て、焦りを感じたことはありませんか？
projects/OrionEp1/サウンド類/Narration/OrionEp1-002-NA.mp3,002,NA,NA,転職は「脱出」なのか、それとも「逃避」なのか？
projects/OrionEp1/サウンド類/Narration/OrionEp1-003-NA.mp3,003,NA,NA,ようこそ、オリオンの会議室へ。今夜のテーマは「転職の約束」です。
projects/OrionEp1/サウンド類/Narration/OrionEp1-004-NA.mp3,004,NA,NA,古今東西の叡智を星座のように結び、現代の悩みに新しい視座を見つける8分間。
projects/OrionEp1/サウンド類/Narration/OrionEp1-005-NA.mp3,005,NA,NA,今夜の星々は、古代の民が経験した「40年の荒野の放浪」、19世紀の哲学者が宣言した「価値の転換」、20世紀の作家が描いた「出口のない迷宮」、そして現代の組織研究が明かす「転職のパラドックス」。
projects/OrionEp1/サウンド類/Narration/OrionEp1-006-NA.mp3,006,NA,NA,それぞれの星が、約束の地を探し続ける私たちの物語を紡ぎ始めます。
projects/OrionEp1/サウンド類/Narration/OrionEp1-007-NA.mp3,007,NA,NA,スマホの通知音。また転職エージェントからのスカウトメール。
projects/OrionEp1/サウンド類/Narration/OrionEp1-008-NA.mp3,008,NA,NA,「年収30%アップ」「リモートワーク完全対応」「成長できる環境」——甘い言葉が並びます。
projects/OrionEp1/サウンド類/Narration/OrionEp1-009-DL.mp3,009,DL,同僚A,うちの会社、もう限界かもね...
projects/OrionEp1/サウンド類/Narration/OrionEp1-010-NA.mp3,010,NA,NA,金曜日の飲み会は愚痴と不満のオンパレード。みんな口々に「転職」を口にします。
projects/OrionEp1/サウンド類/Narration/OrionEp1-011-NA.mp3,011,NA,NA,でも月曜日になれば、また同じデスクに座っている。
projects/OrionEp1/サウンド類/Narration/OrionEp1-012-NA.mp3,012,NA,NA,この「もっといい場所があるはず」という思い。それは現代特有の病なのでしょうか？
projects/OrionEp1/サウンド類/Narration/OrionEp1-013-NA.mp3,013,NA,NA,『旧約聖書・出エジプト記』は語ります。
projects/OrionEp1/サウンド類/Narration/OrionEp1-014-NA.mp3,014,NA,NA,モーセが現れ、約束の地への脱出——出エジプトが始まりました。紅海が割れ、民は歓喜の中で自由への第一歩を踏み出します。
projects/OrionEp1/サウンド類/Narration/OrionEp1-015-NA.mp3,015,NA,NA,しかし自由の荒野で、民は奴隷時代を懐かしみ始めました。
projects/OrionEp1/サウンド類/Narration/OrionEp1-016-DL.mp3,016,DL,イスラエルの民,エジプトにいた方がよかった。あそこには肉鍋があり、パンを腹いっぱい食べられた。
projects/OrionEp1/サウンド類/Narration/OrionEp1-017-NA.mp3,017,NA,NA,彼らの嘆きは『出エジプト記』16章3節に記録されています。
projects/OrionEp1/サウンド類/Narration/OrionEp1-018-NA.mp3,018,NA,NA,なぜでしょう？奴隷の生活は苦しくても予測可能だったからです。
projects/OrionEp1/サウンド類/Narration/OrionEp1-019-NA.mp3,019,NA,NA,一方、自由の荒野は不確実性に満ちていました。約束の地はどこにあるのか、誰にも分からなかった。
projects/OrionEp1/サウンド類/Narration/OrionEp1-020-NA.mp3,020,NA,NA,『民数記』は、放浪が40年に及んだと記しています。
projects/OrionEp1/サウンド類/Narration/OrionEp1-021-NA.mp3,021,NA,NA,19世紀ドイツの哲学者フリードリヒ・ニーチェは、現代人の精神状態を鋭く分析しました。
projects/OrionEp1/サウンド類/Narration/OrionEp1-022-DL.mp3,022,DL,ニーチェ,神は死んだ。そして我々が神を殺したのだ。
projects/OrionEp1/サウンド類/Narration/OrionEp1-023-NA.mp3,023,NA,NA,この言葉は『悦ばしき知識』第125節「狂人」に登場します。ニーチェが指摘したのは、絶対的な価値や保証の崩壊でした。
projects/OrionEp1/サウンド類/Narration/OrionEp1-024-NA.mp3,024,NA,NA,続く『道徳の系譜』で彼は「奴隷道徳」という概念を展開します。
projects/OrionEp1/サウンド類/Narration/OrionEp1-025-NA.mp3,025,NA,NA,支配される側が自らの境遇を正当化するために作り出す価値観。「忍耐は美徳」「現状維持は安全」——そんな価値観の鎖です。
projects/OrionEp1/サウンド類/Narration/OrionEp1-026-NA.mp3,026,NA,NA,終身雇用という「神」はすでに揺らいでいるのかもしれません。でもその亡霊は、まだ私たちの心に宿っています。
projects/OrionEp1/サウンド類/Narration/OrionEp1-027-NA.mp3,027,NA,NA,21世紀の組織心理学は「心理的契約」という概念を提唱します。雇用契約書には書かれていない、組織と個人の間の暗黙の相互期待です。
projects/OrionEp1/サウンド類/Narration/OrionEp1-028-NA.mp3,028,NA,NA,fMRIによる脳科学研究は、不確実性に直面したときの私たちの反応を示しています。
projects/OrionEp1/サウンド類/Narration/OrionEp1-029-NA.mp3,029,NA,NA,転職を考えると扁桃体が活性化し、コルチゾールなどのストレスホルモンが分泌されるという報告もあります。生物学的には「知っている苦しみ」の方が安全に感じられるのです。
projects/OrionEp1/サウンド類/Narration/OrionEp1-030-NA.mp3,030,NA,NA,経済学者アルベール・O・ハーシュマンは『離脱・発言・忠誠』で、不満に対する三つの選択肢を示しました。
projects/OrionEp1/サウンド類/Narration/OrionEp1-031-NA.mp3,031,NA,NA,離脱するのか、声を上げるのか、忠誠を貫くのか。選択は常に揺らぎ続けます。
projects/OrionEp1/サウンド類/Narration/OrionEp1-032-NA.mp3,032,NA,NA,では、どう考えればいいのでしょうか。
projects/OrionEp1/サウンド類/Narration/OrionEp1-033-NA.mp3,033,NA,NA,出エジプトの物語が教えてくれるのは、「脱出」自体が目的ではないということ。
projects/OrionEp1/サウンド類/Narration/OrionEp1-034-NA.mp3,034,NA,NA,重要なのは、何から逃げるかではなく、何に向かって進むか。
projects/OrionEp1/サウンド類/Narration/OrionEp1-035-NA.mp3,035,NA,NA,40年の放浪は、単なる迷走ではありませんでした。
projects/OrionEp1/サウンド類/Narration/OrionEp1-036-NA.mp3,036,NA,NA,それは奴隷マインドから自由な精神へと変わる内的な時間だったのかもしれません。
projects/OrionEp1/サウンド類/Narration/OrionEp1-037-NA.mp3,037,NA,NA,外的な状況を変える前に、内的な準備が必要だったのです。
projects/OrionEp1/サウンド類/Narration/OrionEp1-038-NA.mp3,038,NA,NA,転職サイトを開く前に、問い直したいことがあります。
projects/OrionEp1/サウンド類/Narration/OrionEp1-039-NA.mp3,039,NA,NA,私は何から脱出したいのか。そして私は何を約束の地だと考えているのか。
projects/OrionEp1/サウンド類/Narration/OrionEp1-040-NA.mp3,040,NA,NA,約束の地は「どこか別の場所」ではなく、今いる場所を新しい目で見ることから始まるのかもしれません。
projects/OrionEp1/サウンド類/Narration/OrionEp1-041-NA.mp3,041,NA,NA,月曜日の朝。いつものオフィスに向かう足取りが、少し違って感じられます。
projects/OrionEp1/サウンド類/Narration/OrionEp1-042-NA.mp3,042,NA,NA,同じ景色、同じデスク、同じ仕事。でも、見方を変えれば——
projects/OrionEp1/サウンド類/Narration/OrionEp1-043-NA.mp3,043,NA,NA,ここは奴隷の地ではなく、可能性の実験場かもしれない。
projects/OrionEp1/サウンド類/Narration/OrionEp1-044-NA.mp3,044,NA,NA,上司との関係性を変える「発言」の機会があるかもしれない。
projects/OrionEp1/サウンド類/Narration/OrionEp1-045-NA.mp3,045,NA,NA,仕事の意味を再定義する自由があるかもしれない。
projects/OrionEp1/サウンド類/Narration/OrionEp1-046-NA.mp3,046,NA,NA,転職という「離脱」も、もちろん選択肢の一つです。
projects/OrionEp1/サウンド類/Narration/OrionEp1-047-NA.mp3,047,NA,NA,でもそれは、内なる約束の地が明確になってからでも遅くはありません。
projects/OrionEp1/サウンド類/Narration/OrionEp1-048-NA.mp3,048,NA,NA,大切なのは、「ここではない、どこか」という幻想に振り回されないこと。
projects/OrionEp1/サウンド類/Narration/OrionEp1-049-NA.mp3,049,NA,NA,そして今いる場所で育てられる自由を見逃さないこと。
projects/OrionEp1/サウンド類/Narration/OrionEp1-050-NA.mp3,050,NA,NA,ビジネス系SNSの画面を閉じて夜空を見上げると、オリオン座が輝いています。
projects/OrionEp1/サウンド類/Narration/OrionEp1-051-NA.mp3,051,NA,NA,3000年前の脱出劇、150年前の哲学者の洞察、そして現代の科学。
projects/OrionEp1/サウンド類/Narration/OrionEp1-052-NA.mp3,052,NA,NA,その星々を結んで浮かび上がるのは、「本当の自由は内側から始まる」という真実でした。
projects/OrionEp1/サウンド類/Narration/OrionEp1-053-NA.mp3,053,NA,NA,転職は悪ではありません。でもそれが単なる逃避なら、新しい職場もいずれ新しいエジプトになります。
projects/OrionEp1/サウンド類/Narration/OrionEp1-054-NA.mp3,054,NA,NA,約束の地は履歴書を更新することからではなく、自分自身との約束を更新することから始まるのかもしれません。
projects/OrionEp1/サウンド類/Narration/OrionEp1-055-NA.mp3,055,NA,NA,知識の星座は見る人によって違う物語を紡ぎます。
projects/OrionEp1/サウンド類/Narration/OrionEp1-056-NA.mp3,056,NA,NA,あなたは今夜、どんな星座を見つけましたか？
projects/OrionEp1/サウンド類/Narration/OrionEp1-057-NA.mp3,057,NA,NA,明日の朝、いつものデスクに座るとき、きっと違う景色が見えてくるはずです。
projects/OrionEp1/サウンド類/Narration/OrionEp1-058-NA.mp3,058,NA,NA,そして夜空には、まだ無数の星が、新しい物語を待っています。
