Speaker Name,イン点,アウト点,文字起こし,色選択
にわもと1,00:00:08:15,00:00:11:10,うちの。,Violet
舟津1,00:00:11:12,00:00:18:00,下に引っ越しというのを。,Violet
舟津1,00:00:18:02,00:00:25:22,関西は今後今後に入ることのないかもしれないです。,Violet
にわもと1,00:00:26:00,00:00:32:05,東京駅のホームで。,Violet
舟津1,00:00:32:07,00:00:33:19,初めてです。そうですから。,Violet
にわもと1,00:00:34:00,00:00:42:03,品川に降りることがあまりなくて。,Violet
にわもと1,00:00:42:05,00:00:45:00,品川にある大学っていうのが。,Violet
舟津1,00:00:45:02,00:00:46:13,あっ、そう。,Violet
にわもと1,00:00:46:15,00:01:00:03,ですね。行ってしまう。,Violet
舟津1,00:01:00:05,00:01:04:14,でも。,Violet
舟津1,00:01:04:16,00:01:20:05,もうこれで広い意味でないかもしれないし、たぶん一番ここにているとしたら、そう。,Violet
にわもと1,00:01:20:07,00:01:22:00,イメージするとすご。,Violet
,00:00:00:00,00:00:10:02,--- 20s GAP ---,GAP_1
にわもと1,00:02:57:21,00:02:59:12,ホームがあって。,Rose
舟津1,00:02:59:14,00:03:18:13,多分人凄まじいのを見つければ東京品川やっぱり人が多い気がします。,Rose
舟津1,00:03:18:15,00:03:23:14,人にしてとすごい。,Rose
舟津1,00:03:23:16,00:03:31:16,だけある。ビジネスビルの。,Rose
にわもと1,00:03:31:18,00:03:44:19,多いですね。,Rose
舟津1,00:03:44:21,00:04:04:19,なるほど。,Rose
舟津1,00:04:04:21,00:04:13:19,確かに。,Rose
舟津1,00:04:13:21,00:04:20:06,そうですね、圧巻ですよね。おそらく。,Rose
舟津1,00:04:20:08,00:04:24:04,今日も後半が。,Rose
舟津1,00:04:24:06,00:04:30:02,この全部です。,Rose
,00:00:00:00,00:00:10:02,--- 20s GAP ---,GAP_2
舟津1,00:04:47:13,00:04:49:23,全然。,Mango
舟津1,00:04:50:01,00:05:32:03,お昼を食べに。,Mango
にわもと1,00:05:32:05,00:05:38:05,ちょっとちょっとフレッシュな。,Mango
にわもと1,00:05:38:07,00:05:45:15,新しい出会い。,Mango
にわもと1,00:05:45:17,00:06:14:22,があってれている。若々しい。,Mango
舟津1,00:06:15:00,00:06:19:22,いやでも圧倒される。,Mango
舟津1,00:06:20:00,00:06:26:19,産業大学でやっぱり関係の人が多いんです。,Mango
舟津1,00:06:26:21,00:06:41:05,けど、それでて、そういう人、友達がいない、知り合いが全然いない。これってやっぱり。,Mango
舟津1,00:06:41:07,00:06:58:08,それそれと、それをなんとなく何とかというか、楽しいなと思える人もいれ、これは無理かもしれないって思ったりもするみたいな。,Mango
にわもと1,00:06:58:10,00:07:00:23,じゃないですか。,Mango
にわもと1,00:07:01:01,00:07:12:17,この人の一人ひとりとしてて、人。,Mango
にわもと1,00:07:12:19,00:07:17:00,みたいな。人も。,Mango
舟津1,00:07:17:01,00:07:29:09,確からしく、意外と全然いい人もいるとか。いない。,Mango
,00:00:00:00,00:00:10:02,--- 20s GAP ---,GAP_3
舟津1,00:07:29:11,00:07:43:14,満員電車とかいつ頃するんですけど、あれはあれで好きにやってる人も楽しい。楽しんでいるわけではないかもしれませんけれども。,Yellow
にわもと1,00:07:43:16,00:07:44:01,と。,Yellow
