filename,number,role,character,text
projects/OrionEp9/サウンド類/Narration/OrionEp9-001-NA.mp3,001,NA,NA,コンプライアンスは完璧なのに、なぜか息苦しい職場を経験したことはありませんか？
projects/OrionEp9/サウンド類/Narration/OrionEp9-002-NA.mp3,002,NA,NA,この違和感は、わがままなのか、それとも人間性への警鐘なのか？
projects/OrionEp9/サウンド類/Narration/OrionEp9-003-NA.mp3,003,NA,NA,理想国家を描いたプラトンと、ディストピアを警告したオーウェルが明かす、『完璧という幻想』と共に生きる8分間。
projects/OrionEp9/サウンド類/Narration/OrionEp9-004-NA.mp3,004,NA,NA,深夜のオフィスビル。ガラス張りの会議室に並ぶ、分厚いコンプライアンスマニュアル。壁には企業理念が額装されて飾られています。
projects/OrionEp9/サウンド類/Narration/OrionEp9-005-NA.mp3,005,NA,NA,「誠実」「公正」「透明性」——美しい言葉たち。でも、なぜか息が詰まる。
projects/OrionEp9/サウンド類/Narration/OrionEp9-006-NA.mp3,006,NA,NA,コンプライアンス研修から戻った社員の、疲れた表情。規則は完璧、でも人は幸せじゃない。これが私たちの求めていた「正しい会社」なのでしょうか。
projects/OrionEp9/サウンド類/Narration/OrionEp9-007-NA.mp3,007,NA,NA,古代の理想と現代の現実。完璧への憧れと不完全な日常。時代を超えた星々を結んで、新しい視座を見つける——ここは、オリオンの会議室。
projects/OrionEp9/サウンド類/Narration/OrionEp9-008-NA.mp3,008,NA,NA,今夜結ぶのは、こんな星座。
projects/OrionEp9/サウンド類/Narration/OrionEp9-009-NA.mp3,009,NA,NA,理想国家を描いたプラトン、正義の原理を探ったジョン・ロールズ、完璧な都市を設計したル・コルビュジエ、そしてディストピアを描いたジョージ・オーウェル——
projects/OrionEp9/サウンド類/Narration/OrionEp9-010-NA.mp3,010,NA,NA,理想と現実、秩序と自由。相反する星々が、ひとつの物語を紡ぎ始めます。
projects/OrionEp9/サウンド類/Narration/OrionEp9-011-NA.mp3,011,NA,NA,水曜日の午後、コンプライアンス研修。
projects/OrionEp9/サウンド類/Narration/OrionEp9-012-DL.mp3,012,DL,講師,「ハラスメント防止規定第47条、該当する行為を発見した場合は...」
projects/OrionEp9/サウンド類/Narration/OrionEp9-013-NA.mp3,013,NA,NA,隣の同僚がつぶやきます。
projects/OrionEp9/サウンド類/Narration/OrionEp9-014-DL.mp3,014,DL,同僚A,「規則は完璧。でも、なんでこんなに疲れるんだろう」
projects/OrionEp9/サウンド類/Narration/OrionEp9-015-NA.mp3,015,NA,NA,転職サイトを見る人も多い。「風通しの良い職場」「フラットな組織」——理想の会社を探して、人々は彷徨います。
projects/OrionEp9/サウンド類/Narration/OrionEp9-016-DL.mp3,016,DL,転職5回目の先輩,「完璧な会社なんて、どこにもないよ」
projects/OrionEp9/サウンド類/Narration/OrionEp9-017-NA.mp3,017,NA,NA,でも、本当にそうでしょうか。どこかに「正しい会社」があるはずだと、私たちは信じ続けています。
projects/OrionEp9/サウンド類/Narration/OrionEp9-018-NA.mp3,018,NA,NA,紀元前4世紀、古代ギリシャ。プラトンは『国家』で、完璧な社会を設計しようとしました。
projects/OrionEp9/サウンド類/Narration/OrionEp9-019-NA.mp3,019,NA,NA,哲学者が統治者となり、守護者が秩序を守り、生産者が経済を支える。各人が最も適した役割を果たす、理想の国家。
projects/OrionEp9/サウンド類/Narration/OrionEp9-020-DL.mp3,020,DL,プラトン,「正義とは、各人が自分の仕事を為し、他人の仕事に手を出さないことである」
projects/OrionEp9/サウンド類/Narration/OrionEp9-021-NA.mp3,021,NA,NA,美しい理論です。しかし、プラトンの理想国家には恐ろしい側面もありました。
