filename,number,role,character,text
projects/OrionEp10/サウンド類/Narration/OrionEp10-001-NA.mp3,001,NA,NA,「あの人がいなくなったら終わりだ」——そんな不安を抱えたことはありませんか？
projects/OrionEp10/サウンド類/Narration/OrionEp10-002-NA.mp3,002,NA,NA,この依存は、健全な敬意なのか、それとも組織の脆弱性なのか？
projects/OrionEp10/サウンド類/Narration/OrionEp10-003-NA.mp3,003,NA,NA,カリスマを分析した社会学者と、帝国崩壊を目撃した歴史家が示す、『カリスマ後の時代』を生きる8分間。
projects/OrionEp10/サウンド類/Narration/OrionEp10-004-NA.mp3,004,NA,NA,深夜の会議室。壁には歴代社長の肖像画。初代創業者の写真だけが、今も神棚のように飾られている。
projects/OrionEp10/サウンド類/Narration/OrionEp10-005-NA.mp3,005,NA,NA,「創業者だったら、どう判断しただろう...」
projects/OrionEp10/サウンド類/Narration/OrionEp10-006-NA.mp3,006,NA,NA,亡くなって10年。でも、いまだに彼の影が組織を支配している。
projects/OrionEp10/サウンド類/Narration/OrionEp10-007-NA.mp3,007,NA,NA,ようこそ、オリオンの会議室へ。今夜のテーマは「カリスマはもういらない」。
projects/OrionEp10/サウンド類/Narration/OrionEp10-008-NA.mp3,008,NA,NA,今夜結ぶのは、こんな星座。
projects/OrionEp10/サウンド類/Narration/OrionEp10-009-NA.mp3,009,NA,NA,カリスマ的支配を分析したマックス・ウェーバー、アレクサンドロス大王の死後の帝国分裂、「神は死んだ」と宣言したニーチェ、集合知を研究する複雑系科学、そして「空虚な中心」を論じた思想家たち——
projects/OrionEp10/サウンド類/Narration/OrionEp10-010-NA.mp3,010,NA,NA,時代と文明を超えた星々が、「カリスマの光と影」という糸で結ばれていきます。
projects/OrionEp10/サウンド類/Narration/OrionEp10-011-NA.mp3,011,NA,NA,ある中堅メーカーの取締役会。
projects/OrionEp10/サウンド類/Narration/OrionEp10-012-DL.mp3,012,DL,専務,「会長がいたら、きっとNOと言うはずだ」
projects/OrionEp10/サウンド類/Narration/OrionEp10-013-DL.mp3,013,DL,常務,「でも、会長ならどうやって解決したか、誰にも分からない」
projects/OrionEp10/サウンド類/Narration/OrionEp10-014-NA.mp3,014,NA,NA,創業者が築いた暗黙知、属人的なネットワーク、言語化されない判断基準。それらは彼と共に消えてしまった。
projects/OrionEp10/サウンド類/Narration/OrionEp10-015-NA.mp3,015,NA,NA,新入社員研修では、今も創業者の「語録」が配られる。でも、時代は変わり、市場も変わった。金言が足枷になっていることに、誰も気づかない。
projects/OrionEp10/サウンド類/Narration/OrionEp10-016-NA.mp3,016,NA,NA,20世紀初頭のドイツ。社会学者マックス・ウェーバーは、支配の三類型を提示しました。
projects/OrionEp10/サウンド類/Narration/OrionEp10-017-NA.mp3,017,NA,NA,伝統的支配、合法的支配、そして——「カリスマ的支配」。
projects/OrionEp10/サウンド類/Narration/OrionEp10-018-DL.mp3,018,DL,ウェーバー,「カリスマとは、非日常的な資質を持つと信じられた個人への帰依である」
projects/OrionEp10/サウンド類/Narration/OrionEp10-019-NA.mp3,019,NA,NA,重要なのは「信じられた」という部分。カリスマは、実際の能力ではなく、人々の信仰によって成立する。
projects/OrionEp10/サウンド類/Narration/OrionEp10-020-NA.mp3,020,NA,NA,ウェーバーが指摘した「カリスマの日常化」という問題。カリスマは必ず死ぬ。その後、組織はカリスマの「遺産」を制度化しようとする。
projects/OrionEp10/サウンド類/Narration/OrionEp10-021-NA.mp3,021,NA,NA,しかし、カリスマの本質は非日常性。それを日常化した瞬間、形骸化が始まるとウェーバーは指摘しました。創業者の革新性が、後継者の保守性に変わっていく皮肉。
projects/OrionEp10/サウンド類/Narration/OrionEp10-022-NA.mp3,022,NA,NA,さらにウェーバーは、近代化とは「脱魔術化」のプロセスだと説きました。神秘やカリスマではなく、合理性と制度による統治への移行。
projects/OrionEp10/サウンド類/Narration/OrionEp10-023-NA.mp3,023,NA,NA,でも現代の私たちは、むしろカリスマを渇望している。不確実性が高まるほど、確実な何かにすがりたくなる。
projects/OrionEp10/サウンド類/Narration/OrionEp10-024-NA.mp3,024,NA,NA,紀元前323年、バビロン。32歳のアレクサンドロス大王が急死しました。
projects/OrionEp10/サウンド類/Narration/OrionEp10-025-NA.mp3,025,NA,NA,10年でペルシャからインドまで征服した英雄。彼の個人的カリスマが、巨大帝国を一つにまとめていました。
projects/OrionEp10/サウンド類/Narration/OrionEp10-026-NA.mp3,026,NA,NA,死の床で後継者を問われ、彼は「最も強き者に...」と言ったと伝えられています。
projects/OrionEp10/サウンド類/Narration/OrionEp10-027-NA.mp3,027,NA,NA,この曖昧な遺言が、帝国の崩壊を招きました。後継者たちによる長い戦乱の時代が始まり、帝国は分裂。カリスマなき後の混乱の典型例です。
projects/OrionEp10/サウンド類/Narration/OrionEp10-028-NA.mp3,028,NA,NA,興味深いのは、分裂した王国の中で最も長く続いたのが、官僚制を整備したプトレマイオス朝エジプトだったこと。カリスマではなく、システムを作った者が生き残ったのです。
projects/OrionEp10/サウンド類/Narration/OrionEp10-029-NA.mp3,029,NA,NA,1970年代、日本の構造をめぐる議論が活発になりました。心理学者の河合隼雄は『中空構造日本の深層』で、日本文化のユニークな特徴を分析します。
projects/OrionEp10/サウンド類/Narration/OrionEp10-030-DL.mp3,030,DL,河合隼雄,「日本の統合の原理は、中心が空であることによって成立している」
projects/OrionEp10/サウンド類/Narration/OrionEp10-031-NA.mp3,031,NA,NA,同様の視点は、フランスの記号学者ロラン・バルトも『表徴の帝国』で示唆しています。彼が論じたのは、皇居という東京の中心が「空虚」であることの象徴性でした。
projects/OrionEp10/サウンド類/Narration/OrionEp10-032-NA.mp3,032,NA,NA,この「空虚な中心」という考え方は、一人の強力なリーダーが全体を率いる西洋的なカリスマ支配とは異なる統治原理を示唆します。中心が空だからこそ、周縁が自律的に動ける余地が生まれるというのです。
projects/OrionEp10/サウンド類/Narration/OrionEp10-033-NA.mp3,033,NA,NA,21世紀のネットワーク科学は、カリスマ組織と似た構造を発見しました。「スケールフリーネットワーク」です。ここでは、少数の「ハブ」がネットワーク全体に大きな影響を与えます。
projects/OrionEp10/サウンド類/Narration/OrionEp10-034-NA.mp3,034,NA,NA,しかし、研究が進むと、最も強靭なのは、特定のハブに依存しない「分散型ネットワーク」であることも分かってきました。
projects/OrionEp10/サウンド類/Narration/OrionEp10-035-NA.mp3,035,NA,NA,インターネットがまさにその例。中央サーバーはなく、無数のノードが相互接続し、一部が壊れても全体は機能し続けます。
projects/OrionEp10/サウンド類/Narration/OrionEp10-036-NA.mp3,036,NA,NA,また、生物学の世界では「群知能」が研究されています。例えば、渡り鳥の群れのように、明確なリーダーがいなくても全体として高度な秩序を保つ例は自然界に多く見られます。
projects/OrionEp10/サウンド類/Narration/OrionEp10-037-NA.mp3,037,NA,NA,では、カリスマ後の組織はどうあるべきか。
projects/OrionEp10/サウンド類/Narration/OrionEp10-038-NA.mp3,038,NA,NA,ウェーバーの答えは「合理的・合法的支配」でした。ルールと制度による統治。でも、それだけでは官僚主義の罠に陥る。
projects/OrionEp10/サウンド類/Narration/OrionEp10-039-NA.mp3,039,NA,NA,複雑系が示すのは「適応的ガバナンス」。状況に応じてリーダーが入れ替わり、組織構造も柔軟に変化する。
projects/OrionEp10/サウンド類/Narration/OrionEp10-040-NA.mp3,040,NA,NA,「空虚な中心」という考え方も示唆的です。強い個人ではなく、強い「場」を作る。その場から、創発的にリーダーシップが生まれる。
projects/OrionEp10/サウンド類/Narration/OrionEp10-041-NA.mp3,041,NA,NA,カリスマを卒業するとは、依存を卒業すること。一人一人が小さな主体性を持ち、それが連鎖して大きな動きを作る。
projects/OrionEp10/サウンド類/Narration/OrionEp10-042-NA.mp3,042,NA,NA,月曜日の経営会議。創業者の肖像画は、まだ壁にある。でも、視線はもう違う。
projects/OrionEp10/サウンド類/Narration/OrionEp10-043-DL.mp3,043,DL,専務,「会長ならどうしたか、ではなく、我々がどうすべきか、ですね」
projects/OrionEp10/サウンド類/Narration/OrionEp10-044-DL.mp3,044,DL,若手,「各部門でタスクフォースを作って、ボトムアップで戦略を...」
projects/OrionEp10/サウンド類/Narration/OrionEp10-045-NA.mp3,045,NA,NA,創業者への敬意は変わらない。でも、もう亡霊に縛られない。彼が残した精神を、新しい形で実現していく。
projects/OrionEp10/サウンド類/Narration/OrionEp10-046-NA.mp3,046,NA,NA,夜空を見上げると、オリオン座が輝いています。
projects/OrionEp10/サウンド類/Narration/OrionEp10-047-NA.mp3,047,NA,NA,古代の人々は、オリオンを偉大な狩人として崇めました。でも現代の私たちは知っています。それは、複数の恒星が偶然作り出したパターンに過ぎないことを。
projects/OrionEp10/サウンド類/Narration/OrionEp10-048-NA.mp3,048,NA,NA,でも、だからといって星座の美しさは損なわれない。むしろ、宇宙の偶然と必然が織りなす奇跡として、より深い感動を与えてくれます。
projects/OrionEp10/サウンド類/Narration/OrionEp10-049-NA.mp3,049,NA,NA,カリスマもまた、私たちが作り出した物語かもしれません。その物語から自由になった時、新しい可能性が開かれる。
projects/OrionEp10/サウンド類/Narration/OrionEp10-050-NA.mp3,050,NA,NA,知識の星座は、見る人によって違う物語を紡ぎます。
projects/OrionEp10/サウンド類/Narration/OrionEp10-051-NA.mp3,051,NA,NA,あなたは今夜、どんな星座を見つけましたか？
projects/OrionEp10/サウンド類/Narration/OrionEp10-052-NA.mp3,052,NA,NA,明日の会議室で、創業者の影を越えて、あなたはどんな一歩を踏み出しますか？小さくても、確実な、自分の一歩を。
