filename,start_sec,duration_sec,role,character,text,gap_after_sec
/Users/hiroshikodera/repos/_active/tools/davinciauto/projects/OrionEp10/サウンド類/Narration/OrionEp10-001-NA.mp3,0.500,5.736,NA,NA,「あの人がいなくなったら終わりだ」——そんな不安を抱えたことはありませんか？,0.802
/Users/hiroshikodera/repos/_active/tools/davinciauto/projects/OrionEp10/サウンド類/Narration/OrionEp10-002-NA.mp3,7.038,6.240,NA,NA,この依存は、健全な敬意なのか、それとも組織の脆弱性なのか？,0.766
/Users/hiroshikodera/repos/_active/tools/davinciauto/projects/OrionEp10/サウンド類/Narration/OrionEp10-003-NA.mp3,14.044,9.432,NA,NA,カリスマを分析した社会学者と、帝国崩壊を目撃した歴史家が示す、『カリスマ後の時代』を生きる8分間。,0.546
/Users/hiroshikodera/repos/_active/tools/davinciauto/projects/OrionEp10/サウンド類/Narration/OrionEp10-004-NA.mp3,24.022,11.280,NA,NA,深夜の会議室。壁には歴代社長の肖像画。初代創業者の写真だけが、今も神棚のように飾られている。,0.534
/Users/hiroshikodera/repos/_active/tools/davinciauto/projects/OrionEp10/サウンド類/Narration/OrionEp10-005-NA.mp3,35.836,3.720,NA,NA,「創業者だったら、どう判断しただろう...」,0.438
/Users/hiroshikodera/repos/_active/tools/davinciauto/projects/OrionEp10/サウンド類/Narration/OrionEp10-006-NA.mp3,39.994,6.816,NA,NA,亡くなって10年。でも、いまだに彼の影が組織を支配している。,0.470
/Users/hiroshikodera/repos/_active/tools/davinciauto/projects/OrionEp10/サウンド類/Narration/OrionEp10-007-NA.mp3,47.280,7.104,NA,NA,ようこそ、オリオンの会議室へ。今夜のテーマは「カリスマはもういらない」。,0.494
/Users/hiroshikodera/repos/_active/tools/davinciauto/projects/OrionEp10/サウンド類/Narration/OrionEp10-008-NA.mp3,54.878,3.240,NA,NA,今夜結ぶのは、こんな星座。,0.402
/Users/hiroshikodera/repos/_active/tools/davinciauto/projects/OrionEp10/サウンド類/Narration/OrionEp10-009-NA.mp3,58.520,17.496,NA,NA,カリスマ的支配を分析したマックス・ウェーバー、アレクサンドロス大王の死後の帝国分裂、「神は死んだ」と宣言したニーチェ、集合知を研究する複雑系科学、そして「空虚な中心」を論じた思想家たち——,0.726
/Users/hiroshikodera/repos/_active/tools/davinciauto/projects/OrionEp10/サウンド類/Narration/OrionEp10-010-NA.mp3,76.742,7.512,NA,NA,時代と文明を超えた星々が、「カリスマの光と影」という糸で結ばれていきます。,0.498
