filename,start_sec,duration_sec,role,character,text,gap_after_sec
/Users/hiroshikodera/repos/_active/tools/davinciauto/projects/OrionEp7/サウンド類/Narration/OrionEp7-001-NA.mp3,0.500,5.856,NA,NA,会議の前に、なぜか結論が決まっている——そんな経験はありませんか？,0.782
/Users/hiroshikodera/repos/_active/tools/davinciauto/projects/OrionEp7/サウンド類/Narration/OrionEp7-002-NA.mp3,7.138,10.608,NA,NA,非効率で不透明？それとも和を保つ知恵？マキャベリと千利休が教える、表と裏のコミュニケーション術。,0.842
/Users/hiroshikodera/repos/_active/tools/davinciauto/projects/OrionEp7/サウンド類/Narration/OrionEp7-003-NA.mp3,18.588,6.912,NA,NA,会議で恥をかかない、傷つけない、そして前に進む方法を見つける8分間。,0.486
/Users/hiroshikodera/repos/_active/tools/davinciauto/projects/OrionEp7/サウンド類/Narration/OrionEp7-004-NA.mp3,25.986,12.168,NA,NA,月曜日の朝、会議室。議題は新システムの導入。活発な議論が期待されていたはずなのに、なぜか淡々と進んでいく。,0.562
/Users/hiroshikodera/repos/_active/tools/davinciauto/projects/OrionEp7/サウンド類/Narration/OrionEp7-005-NA.mp3,38.716,7.848,NA,NA,反対していたはずの部長が賛成に回っている。30分の予定が10分で終了。,0.490
/Users/hiroshikodera/repos/_active/tools/davinciauto/projects/OrionEp7/サウンド類/Narration/OrionEp7-006-NA.mp3,47.054,5.760,NA,NA,「もう決まってたんだ...」若手社員の心の声が、会議室に響かない。,0.482
/Users/hiroshikodera/repos/_active/tools/davinciauto/projects/OrionEp7/サウンド類/Narration/OrionEp7-007-NA.mp3,53.296,7.560,NA,NA,ようこそ、オリオンの会議室へ。今夜のテーマは「根回しという日本の叡智」。,0.494
/Users/hiroshikodera/repos/_active/tools/davinciauto/projects/OrionEp7/サウンド類/Narration/OrionEp7-008-NA.mp3,61.350,16.464,NA,NA,今夜結ぶのは、こんな星座。権謀術数を説いたニッコロ・マキャベリ、戦わずして勝つことを説いた孫子、理想的な対話を追求したユルゲン・ハーバーマス、茶室で政治を動かした千利休——,0.694
/Users/hiroshikodera/repos/_active/tools/davinciauto/projects/OrionEp7/サウンド類/Narration/OrionEp7-009-NA.mp3,78.508,9.864,NA,NA,表と裏、理想と現実。相反する星々が、日本の会議室でひとつの物語を紡ぎ始めます。,0.506
/Users/hiroshikodera/repos/_active/tools/davinciauto/projects/OrionEp7/サウンド類/Narration/OrionEp7-010-NA.mp3,88.878,4.008,NA,NA,金曜日の夕方、廊下での立ち話。,0.410
/Users/hiroshikodera/repos/_active/tools/davinciauto/projects/OrionEp7/サウンド類/Narration/OrionEp7-011-DL.mp3,93.296,4.560,DL,課長,「来週の会議の件だけど、ちょっと意見聞かせてもらえる？」,1.012
/Users/hiroshikodera/repos/_active/tools/davinciauto/projects/OrionEp7/サウンド類/Narration/OrionEp7-012-NA.mp3,98.868,8.616,NA,NA,これが始まりでした。週末、個別のメール、月曜朝のエレベーターでの「偶然」の出会い。,0.514
/Users/hiroshikodera/repos/_active/tools/davinciauto/projects/OrionEp7/サウンド類/Narration/OrionEp7-013-DL.mp3,107.998,3.312,DL,部長,「君はどう思う？反対？」,0.948
/Users/hiroshikodera/repos/_active/tools/davinciauto/projects/OrionEp7/サウンド類/Narration/OrionEp7-014-DL.mp3,112.258,3.480,DL,若手,「いえ、その...皆さんがそう決めるなら...」,0.696
/Users/hiroshikodera/repos/_active/tools/davinciauto/projects/OrionEp7/サウンド類/Narration/OrionEp7-015-NA.mp3,116.434,12.960,NA,NA,会議当日。すでに勝負はついていた。公式の場は、単なる儀式。これが「根回し」という名の、見えない意思決定プロセス。,0.574
/Users/hiroshikodera/repos/_active/tools/davinciauto/projects/OrionEp7/サウンド類/Narration/OrionEp7-016-NA.mp3,129.968,5.808,NA,NA,紀元前500年頃、中国の兵法家・孫子は説きました。,0.450
/Users/hiroshikodera/repos/_active/tools/davinciauto/projects/OrionEp7/サウンド類/Narration/OrionEp7-017-DL.mp3,136.226,8.352,DL,孫子,「百戦百勝は善の善なる者に非ず。戦わずして人の兵を屈するは、善の善なる者なり」,0.756
/Users/hiroshikodera/repos/_active/tools/davinciauto/projects/OrionEp7/サウンド類/Narration/OrionEp7-018-NA.mp3,145.334,14.256,NA,NA,最上の勝利は、戦わずして勝つこと。対立を避け、事前に調整し、合意を形成する。これは根回しの本質と共鳴する部分があるかもしれません。,0.610
/Users/hiroshikodera/repos/_active/tools/davinciauto/projects/OrionEp7/サウンド類/Narration/OrionEp7-019-NA.mp3,160.200,13.800,NA,NA,孫子の兵法では、情報収集と事前準備が勝敗を決めます。「彼を知り己を知れば百戦殆うからず」——相手の立場を理解し、落としどころを探る。,0.614
/Users/hiroshikodera/repos/_active/tools/davinciauto/projects/OrionEp7/サウンド類/Narration/OrionEp7-020-NA.mp3,174.614,8.808,NA,NA,日本の会議室で行われている根回しは、この2500年前の智慧と、どこか響き合うものがあるようです。,0.542
/Users/hiroshikodera/repos/_active/tools/davinciauto/projects/OrionEp7/サウンド類/Narration/OrionEp7-021-NA.mp3,183.964,10.752,NA,NA,16世紀の日本。千利休は茶室という小さな空間で、戦国大名たちの政治的対立を調整していました。,0.534
/Users/hiroshikodera/repos/_active/tools/davinciauto/projects/OrionEp7/サウンド類/Narration/OrionEp7-022-NA.mp3,195.250,14.280,NA,NA,茶室では、身分の上下を超えて、人と人が向き合います。にじり口から入る時、誰もが頭を下げる。この平等性が、本音の対話を可能にしました。,0.614
/Users/hiroshikodera/repos/_active/tools/davinciauto/projects/OrionEp7/サウンド類/Narration/OrionEp7-023-NA.mp3,210.144,14.856,NA,NA,根回しの「根」は、茶道の精神に通じているかもしれません。表の権力関係から離れた場所で、静かに関係性を調整する。対立ではなく、調和を目指す。,0.626
/Users/hiroshikodera/repos/_active/tools/davinciauto/projects/OrionEp7/サウンド類/Narration/OrionEp7-024-NA.mp3,225.626,7.896,NA,NA,一方、16世紀イタリアでは、ニッコロ・マキャベリが全く違う政治観を示していました。,0.514
/Users/hiroshikodera/repos/_active/tools/davinciauto/projects/OrionEp7/サウンド類/Narration/OrionEp7-025-DL.mp3,234.036,4.248,DL,マキャベリ,「政治においては、結果がすべてを正当化する」,0.688
/Users/hiroshikodera/repos/_active/tools/davinciauto/projects/OrionEp7/サウンド類/Narration/OrionEp7-026-NA.mp3,238.972,14.448,NA,NA,マキャベリの文脈では、裏工作や事前交渉は、権力を維持するための現実的な手段として描かれています。道徳的かどうかではなく、効果的かどうかが問題でした。,0.646
/Users/hiroshikodera/repos/_active/tools/davinciauto/projects/OrionEp7/サウンド類/Narration/OrionEp7-027-NA.mp3,254.066,14.952,NA,NA,興味深いことに、マキャベリ的な視点から見ると、日本の根回しは極めて合理的です。公開での対立を避けることで、組織の安定を保ちながら、必要な決定を下せる。,0.650
/Users/hiroshikodera/repos/_active/tools/davinciauto/projects/OrionEp7/サウンド類/Narration/OrionEp7-028-NA.mp3,269.668,7.704,NA,NA,しかし、20世紀のドイツの哲学者ユルゲン・ハーバーマスは、違う理想を掲げました。,0.510
/Users/hiroshikodera/repos/_active/tools/davinciauto/projects/OrionEp7/サウンド類/Narration/OrionEp7-029-DL.mp3,277.882,7.416,DL,ハーバーマス,「理想的発話状況では、すべての参加者が平等に意見を述べ、最良の論証が勝利する」,0.756
/Users/hiroshikodera/repos/_active/tools/davinciauto/projects/OrionEp7/サウンド類/Narration/OrionEp7-030-NA.mp3,286.054,9.888,NA,NA,透明で公開された議論こそが、民主的な意思決定の基盤。根回しは、この理想とは正反対に見えます。,0.534
/Users/hiroshikodera/repos/_active/tools/davinciauto/projects/OrionEp7/サウンド類/Narration/OrionEp7-031-NA.mp3,296.476,3.144,NA,NA,でも、本当にそうでしょうか？,0.706
/Users/hiroshikodera/repos/_active/tools/davinciauto/projects/OrionEp7/サウンド類/Narration/OrionEp7-032-NA.mp3,300.326,5.808,NA,NA,21世紀のゲーム理論は、意外な結論を導き出しています。,0.458
